_ - name,rank,enlabel,gov identfier,award,_ - external_url
"MAJ JUNG BAHADUR SINGH, SM","Maj , Sm",Jung Bahadur Singh,jung-bahadur-singh-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/jung-bahadur-singh-sm
"MAJ KALUVAKOLAN BHUSHAN, SM","Maj , Sm",Kaluvakolan Bhushan,kaluvakolan-bhushan-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kaluvakolan-bhushan-sm
MAJ KAMAL KALIA,Maj ,Kamal Kalia,kamal-kalia,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kamal-kalia
MAJ KAMAL KUMAR SHARMA,Maj ,Kamal Kumar Sharma,kamal-kumar-sharma,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kamal-kumar-sharma
MAJ KAMLESH MANIKRAO SHENDE,Maj ,Kamlesh Manikrao Shende,kamlesh-manikrao-shende,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kamlesh-manikrao-shende
MAJ KANHIYA LAL SHARMA,Maj ,Kanhiya Lal Sharma,kanhiya-lal-sharma,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kanhiya-lal-sharma
MAJ KANWALJIT SINGH,Maj ,Kanwaljit Singh,kanwaljit-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kanwaljit-singh
"MAJ KANWAR JAIDEEP SINGH, SM","Maj , Sm",Kanwar Jaideep Singh,kanwar-jaideep-singh-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kanwar-jaideep-singh-sm
MAJ KASHMIR SINGH RANA,Maj ,Kashmir Singh Rana,kashmir-singh-rana,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kashmir-singh-rana
MAJ KISHAN BAHADUR GURUNG,Maj ,Kishan Bahadur Gurung,kishan-bahadur-gurung,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kishan-bahadur-gurung
MAJ KISHAN BAHADUR THAPA,Maj ,Kishan Bahadur Thapa,kishan-bahadur-thapa,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kishan-bahadur-thapa
MAJ KOCHU KOSHY PANICKER NK,Maj  Nk,Kochu Koshy Panicker,kochu-koshy-panicker-nk,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kochu-koshy-panicker-nk
MAJ KRISHNAN NISHANT NAIR,Maj ,Krishnan Nishant Nair,krishnan-nishant-nair,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/krishnan-nishant-nair
MAJ KULDIP SINGH MALIK,Maj ,Kuldip Singh Malik,kuldip-singh-malik,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kuldip-singh-malik
"MAJ KUMAR ANKUR, SM","Maj , Sm",Kumar Ankur,kumar-ankur-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kumar-ankur-sm
MAJ LAKSHMAN SINGH CHAUHAN,Maj ,Lakshman Singh Chauhan,lakshman-singh-chauhan,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/lakshman-singh-chauhan
MAJ LALIT PRAKASH,Maj ,Lalit Prakash,lalit-prakash,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/lalit-prakash
MAJ M C MUTHANNA,Maj ,M C Muthanna,m-c-muthanna,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/m-c-muthanna
MAJ M SRI KUMAR,Maj ,M Sri Kumar,m-sri-kumar,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/m-sri-kumar
MAJ MAHARAJ KRISHEN BHAT,Maj ,Maharaj Krishen Bhat,maharaj-krishen-bhat,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/maharaj-krishen-bhat
MAJ MAHESH CHANDER,Maj ,Mahesh Chander,mahesh-chander,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mahesh-chander
MAJ MAN MOHAN SINGH BAJAJ,Maj ,Man Mohan Singh Bajaj,man-mohan-singh-bajaj,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/man-mohan-singh-bajaj
MAJ MAN SINGH,Maj ,Man Singh,man-singh-0,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/man-singh-0
MAJ MANDEEP SINGH GHUMMAN,Maj ,Mandeep Singh Ghumman,mandeep-singh-ghumman,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mandeep-singh-ghumman
MAJ MANISH BARAL,Maj ,Manish Baral,manish-baral,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/manish-baral
MAJ MANISH MISHRA,Maj ,Manish Mishra,manish-mishra,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/manish-mishra
MAJ MANISH PUNJ,Maj ,Manish Punj,manish-punj,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/manish-punj
"MAJ MANOHAR SINGH BHATI, SM","Maj , Sm",Manohar Singh Bhati,manohar-singh-bhati-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/manohar-singh-bhati-sm
"MAJ MANOJ ARUPARAYIL POTHEN, SM","Maj , Sm",Manoj Aruparayil Pothen,manoj-aruparayil-pothen-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/manoj-aruparayil-pothen-sm
MAJ MANOJ NATARAJAN,Maj ,Manoj Natarajan,manoj-natarajan,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/manoj-natarajan
MAJ MANOJ SHRIKANT KARKHANIS,Maj Manoj Shrikant Karkhanis,Manoj Kant Karkhanis,manoj-shrikant-karkhanis,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/manoj-shrikant-karkhanis
"MAJ MANPREET SINGH BAINS, SM","Maj , Sm",Manpreet Singh Bains,manpreet-singh-bains-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/manpreet-singh-bains-sm
MAJ MANU SHUKLA,Maj ,Manu Shukla,manu-shukla,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/manu-shukla
MAJ MANVENDRA SINGH,Maj ,Manvendra Singh,manvendra-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/manvendra-singh
MAJ MEHAR SINGH DAHIYA,Maj ,Mehar Singh Dahiya,mehar-singh-dahiya,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mehar-singh-dahiya
"MAJ MOHAN CHANDRA, SM","Maj , Sm",Mohan Chandra,mohan-chandra-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mohan-chandra-sm
MAJ MOHAN DAS K,Maj ,Mohan Das K,mohan-das-k,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mohan-das-k
MAJ MOHAN GANGADHARAN,Maj ,Mohan Gangadharan,mohan-gangadharan,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mohan-gangadharan
MAJ MOHANAN PAPPINI VEETIL,Maj ,Mohanan Pappini Veetil,mohanan-pappini-veetil,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mohanan-pappini-veetil
MAJ MUKUL SHARMA,Maj ,Mukul Sharma,mukul-sharma,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mukul-sharma
MAJ MURALEE DHARAN NAIR MM,Maj  Mm,Muralee Dharan Nair,muralee-dharan-nair-mm-0,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/muralee-dharan-nair-mm-0
MAJ NAND LALL JAMWAL,Maj ,Nand Lall Jamwal,nand-lall-jamwal,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/nand-lall-jamwal
MAJ NAVEEN BINDAL,Maj ,Naveen Bindal,naveen-bindal,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/naveen-bindal
"MAJ NEELESH ANAND PAGULWAR, SM","Maj , Sm",Neelesh Anand Pagulwar,neelesh-anand-pagulwar-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/neelesh-anand-pagulwar-sm
MAJ NEERAJ SOOD,Maj ,Neeraj Sood,neeraj-sood,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/neeraj-sood
MAJ NITESH ROY,Maj ,Nitesh Roy,nitesh-roy,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/nitesh-roy
MAJ NN VENKATA SRIRAM,Maj Nn Venkata Sriram,N N Venkata Sriram,nn-venkata-sriram,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/nn-venkata-sriram
MAJ OM PARKASH DESWAL,Maj Om Parkash Deswal,Om Parkash wal,om-parkash-deswal,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/om-parkash-deswal
MAJ PARMVIR SINGH JAMWAL,Maj ,Parmvir Singh Jamwal,parmvir-singh-jamwal,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/parmvir-singh-jamwal
MAJ PERMINDER SINGH BHINDER,Maj ,Perminder Singh Bhinder,perminder-singh-bhinder,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/perminder-singh-bhinder
MAJ PRADEEP MISHRA,Maj ,Pradeep Mishra,pradeep-mishra,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/pradeep-mishra
MAJ PRAKASH CHAND KATOCH,Maj ,Prakash Chand Katoch,prakash-chand-katoch,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/prakash-chand-katoch
MAJ PRAPHUL KUMAR BHARDWAJ,Maj ,Praphul Kumar Bhardwaj,praphul-kumar-bhardwaj,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/praphul-kumar-bhardwaj
MAJ PRATUL GAURANG MEHTA,Maj ,Pratul Gaurang Mehta,pratul-gaurang-mehta,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/pratul-gaurang-mehta
MAJ PREM BAHADUR THAPA,Maj ,Prem Bahadur Thapa,prem-bahadur-thapa,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/prem-bahadur-thapa
MAJ PRITAM SINGH GREWAL,Maj ,Pritam Singh Grewal,pritam-singh-grewal,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/pritam-singh-grewal
MAJ PROMOD KUMAR YADAV,Maj ,Promod Kumar Yadav,promod-kumar-yadav,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/promod-kumar-yadav
MAJ PS GAHOON,Maj Ps Gahoon,P S Gahoon,ps-gahoon,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/ps-gahoon
MAJ R VAMSHI KRISHNAN,Maj ,R Vamshi Krishnan,r-vamshi-krishnan,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/r-vamshi-krishnan
MAJ RAHUL DEV SINGH,Maj ,Rahul Dev Singh,rahul-dev-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rahul-dev-singh
MAJ RAJ KUMAR,Maj ,Raj Kumar,raj-kumar-0,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/raj-kumar-0
MAJ RAJEEV KUMAR LAUL,Maj ,Rajeev Kumar Laul,rajeev-kumar-laul,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rajeev-kumar-laul
MAJ RAJEEV LOCHAN SINGH,Maj ,Rajeev Lochan Singh,rajeev-lochan-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rajeev-lochan-singh
MAJ RAJENDRA PRATAP SINGH,Maj ,Rajendra Pratap Singh,rajendra-pratap-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rajendra-pratap-singh
MAJ RAJESH KUMAR SHARMA,Maj ,Rajesh Kumar Sharma,rajesh-kumar-sharma,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rajesh-kumar-sharma
MAJ RAJESH KUMAR SINGH,Maj ,Rajesh Kumar Singh,rajesh-kumar-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rajesh-kumar-singh
"MAJ RAJESH SINGH, SM","Maj , Sm",Rajesh Singh,rajesh-singh-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rajesh-singh-sm
MAJ RAJESHWAR SINGH,Maj ,Rajeshwar Singh,rajeshwar-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rajeshwar-singh
MAJ RAJINDER KUMAR SHARMA,Maj ,Rajinder Kumar Sharma,rajinder-kumar-sharma,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rajinder-kumar-sharma
MAJ RAJIV KUMAR DAHIYA,Maj ,Rajiv Kumar Dahiya,rajiv-kumar-dahiya,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rajiv-kumar-dahiya
MAJ RAJU THUNDIATHU GEORGE,Maj ,Raju Thundiathu George,raju-thundiathu-george,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/raju-thundiathu-george
MAJ RAKESH RAWAT,Maj ,Rakesh Rawat,rakesh-rawat,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rakesh-rawat
MAJ RAKESH SHARMA,Maj ,Rakesh Sharma,rakesh-sharma,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rakesh-sharma
MAJ RAMAN YADAV,Maj ,Raman Yadav,raman-yadav,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/raman-yadav
MAJ RAMESH SAMPATH,Maj ,Ramesh Sampath,ramesh-sampath,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/ramesh-sampath
MAJ RAMESHWAR LAL,Maj ,Rameshwar Lal,rameshwar-lal,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rameshwar-lal
MAJ RANJAN CHENGAPPA,Maj ,Ranjan Chengappa,ranjan-chengappa,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/ranjan-chengappa
MAJ Ranveer Singh,Maj ,Ranveer Singh,ranveer-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/ranveer-singh
MAJ RANVIR SINGH SHEKHAWAT,Maj ,Ranvir Singh Shekhawat,ranvir-singh-shekhawat,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/ranvir-singh-shekhawat
MAJ RATAN KUMAR SEN,Maj ,Ratan Kumar Sen,ratan-kumar-sen,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/ratan-kumar-sen
MAJ RATNESH KUMAR SINGH,Maj ,Ratnesh Kumar Singh,ratnesh-kumar-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/ratnesh-kumar-singh
MAJ RAVINDRA KUMAR GURANG,Maj ,Ravindra Kumar Gurang,ravindra-kumar-gurang,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/ravindra-kumar-gurang
MAJ ROHIT SHARMA,Maj ,Rohit Sharma,rohit-sharma,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rohit-sharma
MAJ ROHIT SURI,Maj ,Rohit Suri,rohit-suri,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/rohit-suri
MAJ S KARTIK RAJA,Maj ,S Kartik Raja,s-kartik-raja,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/s-kartik-raja
MAJ S.L MENEZES,Maj S.L Menezes,S. L. Menezes,sl-menezes,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sl-menezes
MAJ SAJJAN SINGH GAHLAWAT,Maj ,Sajjan Singh Gahlawat,sajjan-singh-gahlawat,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sajjan-singh-gahlawat
MAJ SALMAN AHMAD KHAN,Maj ,Salman Ahmad Khan,salman-ahmad-khan,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/salman-ahmad-khan
MAJ SAMIR UL ISLAM,Maj ,Samir Ul Islam,samir-ul-islam,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/samir-ul-islam
MAJ SAMRAT MAITI,Maj ,Samrat Maiti,samrat-maiti,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/samrat-maiti
MAJ SANDEEP KUMAR,Maj ,Sandeep Kumar,sandeep-kumar,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sandeep-kumar
MAJ SANDIP YADAV,Maj ,Sandip Yadav,sandip-yadav-0,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sandip-yadav-0
MAJ SANGRAM SINGH,Maj ,Sangram Singh,sangram-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sangram-singh
MAJ Sanjay Kumar Tanwar,Maj ,Sanjay Kumar Tanwar,sanjay-kumar-tanwar,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sanjay-kumar-tanwar
MAJ SANJAY SINGH TANWAR,Maj ,Sanjay Singh Tanwar,sanjay-singh-tanwar,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sanjay-singh-tanwar
MAJ SANJAY SOOD,Maj ,Sanjay Sood,sanjay-sood,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sanjay-sood
"MAJ SANJEEV BHATTY, SM","Maj , Sm",Sanjeev Bhatty,sanjeev-bhatty-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sanjeev-bhatty-sm
MAJ SANJEEV HARYAL,Maj ,Sanjeev Haryal,sanjeev-haryal,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sanjeev-haryal
MAJ SANJEEV KUMAR,Maj ,Sanjeev Kumar,sanjeev-kumar,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sanjeev-kumar
MAJ SANTOSH PRABHAKAR,Maj ,Santosh Prabhakar,santosh-prabhakar,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/santosh-prabhakar
MAJ SATNAM SINGH,Maj ,Satnam Singh,satnam-singh-0,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/satnam-singh-0
MAJ SAURABH DUTT KHOLIA,Maj ,Saurabh Dutt Kholia,saurabh-dutt-kholia,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/saurabh-dutt-kholia
"MAJ SAURABH SUYAL, SM**","Maj , Sm**",Saurabh Suyal,saurabh-suyal-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/saurabh-suyal-sm
MAJ SHALENDER,Maj ,Shalender,shalender,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/shalender
MAJ SHINEESH MUKUNDAN,Maj ,Shineesh Mukundan,shineesh-mukundan,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/shineesh-mukundan
MAJ SHISHIR JUNEJA,Maj ,Shishir Juneja,shishir-juneja,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/shishir-juneja
MAJ SRINIVASAN VIKRAM CHERIAN,Maj ,Srinivasan Vikram Cherian,srinivasan-vikram-cherian,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/srinivasan-vikram-cherian
MAJ SUBRAMANIAM ANAND,Maj ,Subramaniam Anand,subramaniam-anand,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/subramaniam-anand
MAJ SUGATO SEN,Maj ,Sugato Sen,sugato-sen,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sugato-sen
MAJ SUKESH VERMA,Maj ,Sukesh Verma,sukesh-verma,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sukesh-verma
Maj Sukhmeet Singh,Maj ,Sukhmeet Singh,sukhmeet-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sukhmeet-singh
MAJ SUKHMEET SINGH,Maj ,Sukhmeet Singh,sukhmeet-singh-0,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sukhmeet-singh-0
MAJ SUNDER BISHT,Maj ,Sunder Bisht,sunder-bisht,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sunder-bisht
MAJ SUNIT SINGH,Maj ,Sunit Singh,sunit-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sunit-singh
MAJ SURESH KUMAR GADHOK,Maj ,Suresh Kumar Gadhok,suresh-kumar-gadhok,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/suresh-kumar-gadhok
MAJ SURESH KUMAR JOSHI,Maj ,Suresh Kumar Joshi,suresh-kumar-joshi,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/suresh-kumar-joshi
"MAJ SURINDER HORA, SM","Maj , Sm",Surinder Hora,surinder-hora-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/surinder-hora-sm
MAJ SWAGAT KUMAR DAS,Maj ,Swagat Kumar Das,swagat-kumar-das,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/swagat-kumar-das
MAJ SWAPNEESH PARIHAR,Maj ,Swapneesh Parihar,swapneesh-parihar,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/swapneesh-parihar
MAJ SYED ALI USMAN,Maj ,Syed Ali Usman,syed-ali-usman,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/syed-ali-usman
MAJ SYED SIBATUL HASSAN RIZVI,Maj ,Syed Sibatul Hassan Rizvi,syed-sibatul-hassan-rizvi,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/syed-sibatul-hassan-rizvi
MAJ TANUJ GROVER,Maj ,Tanuj Grover,tanuj-grover,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/tanuj-grover
MAJ TANVIR AHMED SIDDIQUI,Maj ,Tanvir Ahmed Siddiqui,tanvir-ahmed-siddiqui,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/tanvir-ahmed-siddiqui
"MAJ TEJINDER PAL SINGH SOHAL, SM","Maj , Sm",Tejinder Pal Singh Sohal,tejinder-pal-singh-sohal-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/tejinder-pal-singh-sohal-sm
MAJ THONGAM JOTEN SINGH,Maj ,Thongam Joten Singh,thongam-joten-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/thongam-joten-singh
"MAJ THONGAM JOTEN SINGH, SC","Maj , Sc",Thongam Joten Singh,thongam-joten-singh-sc,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/thongam-joten-singh-sc
MAJ TN UNNIKRISHNAN,Maj Tn Unnikrishnan,T N Unnikrishnan,tn-unnikrishnan,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/tn-unnikrishnan
"MAJ UDAI SINGH, SM","Maj , Sm",Udai Singh,udai-singh-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/udai-singh-sm
"MAJ UDAY KUMAR YADAV,SM","Maj ,sm",Uday Kumar Yadav,uday-kumar-yadavsm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/uday-kumar-yadavsm
MAJ VAJINDER SINGH SAHI,Maj ,Vajinder Singh Sahi,vajinder-singh-sahi,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/vajinder-singh-sahi
MAJ VELAYUDHAN SREEHARI,Maj ,Velayudhan Sreehari,velayudhan-sreehari,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/velayudhan-sreehari
"MAJ VICTOR PETER CHRISTOPHER, SM","Maj , Sm",Victor Peter Christopher,victor-peter-christopher-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/victor-peter-christopher-sm
MAJ VIJAY SINGH,Maj ,Vijay Singh,vijay-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/vijay-singh
"MAJ VIJAYANAT CHAUHAN, SM","Maj , Sm",Vijayanat Chauhan,vijayanat-chauhan-sm,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/vijayanat-chauhan-sm
MAJ VIJAYENDRA SINGH YADAV,Maj ,Vijayendra Singh Yadav,vijayendra-singh-yadav,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/vijayendra-singh-yadav
MAJ VIJIT KUMAR SINGH,Maj ,Vijit Kumar Singh,vijit-kumar-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/vijit-kumar-singh
MAJ VIKAS GUPTA,Maj ,Vikas Gupta,vikas-gupta,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/vikas-gupta
MAJ VINEY CHAUDHARY,Maj ,Viney Chaudhary,viney-chaudhary,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/viney-chaudhary
MAJ VIRENDER DHATWALIA,Maj ,Virender Dhatwalia,virender-dhatwalia,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/virender-dhatwalia
MAJ VIRENDER SINGH SALARIA,Maj ,Virender Singh Salaria,virender-singh-salaria,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/virender-singh-salaria
MAJ Virinder Sidhu,Maj ,Virinder Sidhu,virinder-sidhu,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/virinder-sidhu
MAJ VISHAL SINGH RAGHAV,Maj ,Vishal Singh Raghav,vishal-singh-raghav,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/vishal-singh-raghav
MAJ VISHNU DATTA SHARMA,Maj ,Vishnu Datta Sharma,vishnu-datta-sharma,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/vishnu-datta-sharma
MAJ VISHWAJEET SINGH,Maj ,Vishwajeet Singh,vishwajeet-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/vishwajeet-singh
MAJOR AJAY SINGH,Major ,Ajay Singh,ajay-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/ajay-singh
MAJOR BHUPENDER SINGH,Major ,Bhupender Singh,bhupender-singh-2,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/bhupender-singh-2
MAJOR GAURAV SHARMA,Major ,Gaurav Sharma,gaurav-sharma,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/gaurav-sharma
MAKHAN SINGH,,Makhan Singh,makhan-singh-2,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/makhan-singh-2
"MANGI LAL KATHAT, L/S AD",", L/s Ad",Mangi Lal Kathat,mangi-lal-kathat-ls-ad,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mangi-lal-kathat-ls-ad
MANZOOR AHMAD,Manzoor Ahmad,Manzo Ahmad,manzoor-ahmad,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/manzoor-ahmad
MASAN SHER SINGH,,Masan Sher Singh,sher-singh-2,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/sher-singh-2
MASTER WARRANT OFFICER SUBHASH CHANDRA SEN,Master Warrant Officer ,Subhash Chandra Sen,master-warrant-officer-subhash-chandra-sen,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/master-warrant-officer-subhash-chandra-sen
MATBAR SINGH SAJWAN,,Matbar Singh Sajwan,matbar-singh-sajwan,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/matbar-singh-sajwan
MATE KEDAR SINGH (POSTUMOUS),Mate  (postumous),Kedar Singh,kedar-singh-postumous,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/kedar-singh-postumous
MATE KRISHNAN LAL,Mate ,Krishnan Lal,krishnan-lal,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/krishnan-lal
MAYADHAR SAHU,,Mayadhar Sahu,mayadhar-sahu,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mayadhar-sahu
MAZDUR RAVI BAHADUR,,Mazdur Ravi Bahadur,ravi-bahadur,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/ravi-bahadur
"MB PATEL, LME","Mb Patel, Lme",M B Patel,mb-patel-lme,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mb-patel-lme
MEHTAB SINGH,,Mehtab Singh,mehtab-singh,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mehtab-singh
MEHTARDAS,,Mehtardas,mehtardas,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mehtardas
MIHIR KUMAR SENGUPTA,,Mihir Kumar Sengupta,mihir-kumar-sengupta,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mihir-kumar-sengupta
MO/2 TAPAS KUMAR CHATTERJEE,Mo/2 ,Tapas Kumar Chatterjee,tapas-kumar-chatterjee,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/tapas-kumar-chatterjee
MOHAMED FAZRUL REHMAN,,Mohamed Fazrul Rehman,mohamed-fazrul-rehman,Shaurya Chakra,http://gallantryawards.gov.in/Awardee/mohamed-fazrul-rehman
